Placa|año_fiscal,monto pagado,concepto_lc|año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc,,,,,,,,,,,,,,,,
AC416|2020,1689,38|2019,1987,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
E92BAR|2020,1689,38|2019,1987,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
L90BIM|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F92AFE|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
A00BCH|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
000UD|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
C30BIR|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00GQB|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,39|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
B25AQY|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30AEY|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,39|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
000XH|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
CB654|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00YYK|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00BJE|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
189XJ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D98AUP|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00ZGR|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F87BHU|2017,1465,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00UXO|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1758,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
A00VXU|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
D98AAG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00UHX|2016,1408,39|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00AKT|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
G66BIC|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1709,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00ITP|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00HAH|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00VWT|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D69APC|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
080XK|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
C30AVC|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052QC|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98BAO|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M23ABT|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00HFO|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000YQ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F87AVN|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
G78AKA|2020,1689,38|2019,1625,38|2018,1545,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
B25BAF|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
B25AYL|2020,1189,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
L90AJW|2019,891,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
578YD|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235RW|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92AYS|2020,1689,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346UY|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XKX|2020,1689,38|2019,1987,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
346LE|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,39|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
346VH|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00ZKH|2020,1689,38|2019,1987,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
A00HLY|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69ABB|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00UFG|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69ARS|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080IQ|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98AGD|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1739,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
C30ADL|2018,1545,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XBN|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB261|2020,1689,38|2019,1625,38|2018,1912,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00TGQ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F45AQP|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
080DW|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F27AWT|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,39|2014,1314,38|2013,1266,77|2012,1215,38|2011,1173,38|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,
A00WFS|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00AHF|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2012,1215,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00UZW|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
C30BIJ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00IUQ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00VFK|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
000DW|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F45BCX|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78AOK|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039CB|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00ZYW|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90AKD|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90AOB|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC408|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K23AQT|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D69BFL|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F92AFO|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
189SZ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
K23AIE|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78AUA|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92BBN|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346KE|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
AA470|2020,1689,38|2019,1987,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
C30BLI|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
189WJ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,,,
D98ATY|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
A00VGP|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78ADQ|2017,1465,38|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45ABD|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00STI|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
189DK|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A10XMM|2018,1545,38|2017,1465,38|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F92BFN|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
K23AXX|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D98APS|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00GFC|2020,1689,38|2019,1987,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2009,1616,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
000NK|2020,1689,38|2019,1625,38|2018,1912,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F87BHQ|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F45AXF|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
459CE|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052JT|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
CB476|2018,1545,38|2017,1465,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10XLA|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
KJ553|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
AC216|2020,1689,38|2019,891,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2013,1266,38|2011,1173,38|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,
E92ARZ|2020,1689,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2012,1215,38|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
080XT|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F87AYZ|2020,1689,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2012,1215,38|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F45BCQ|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78BFM|2017,1465,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00IOL|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1737,38|2014,1776,38|2013,1819,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ885|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F27BDZ|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,
G66BCU|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
C30AVJ|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69ANV|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080BX|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00VGS|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346MZ|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45AMD|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87AMT|2018,1545,39|2017,1465,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
A00YBA|2020,1689,38|2019,1625,38|2018,1545,38|2017,1912,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
346UV|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2010,1127,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98BJA|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2010,1127,38|,,,,,,,,,,,,,,,,,,,,,,,,
G66ANT|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WKY|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87BDT|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XVR|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|2010,1127,38|,,,,,,,,,,,,,,,,,,,,,,,,
346DO|2020,1689,38|2019,1625,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
235QF|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
080WP|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
KJ384|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00IEZ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00WGX|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039JX|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00ZRS|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00VHB|2020,1689,38|2017,1465,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25BBX|2020,1689,38|2019,1625,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98BAC|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC776|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F92ABZ|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
K23AIJ|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
039EH|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87AZS|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
M23AHZ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
459NT|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC748|2020,1689,38|2019,1987,38|2018,1545,38|2017,1465,38|2015,1366,38|2014,1624,38|2013,1764,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
G78AYF|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1731,38|2013,1783,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
B25BEP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00GRG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F27AYG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F27ANI|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,39|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
M23AJM|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F27AOZ|2020,1689,38|2019,891,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
